OBJECTID,STATION_KEY,DECIMAL_LAT,DECIMAL_LONG,HUC12,HUC10,HUC8,HUC6,HUType
45,38174,43.804600000000001,-121.839299999999990,170703010106,1707030101,17070301,170703,S
46,38173,43.821100000000001,-121.823500000000000,170703010105,1707030101,17070301,170703,S
47,38172,43.790599999999998,-121.792400000000000,170703010109,1707030101,17070301,170703,S
48,38171,43.573123000000002,-124.180902000000000,171003040402,1710030404,17100304,171003,S
49,38170,45.539499999999997,-123.931667000000000,171002030800,1710020308,17100203,171002,F
50,38169,43.371882999999997,-124.297889000000000,171003040306,1710030403,17100304,171003,S
51,38168,45.555700000000002,-123.923500000000000,171002030800,1710020308,17100203,171002,F
52,38167,44.618299999999998,-124.040000000000010,171002040303,1710020403,17100204,171002,S
53,38166,43.491812022200001,-123.618820505000000,171003030204,1710030302,17100303,171003,S
54,38165,43.400164129200000,-123.635298593000000,171003030204,1710030302,17100303,171003,S
55,38164,43.417994464800003,-123.649247634999990,171003030204,1710030302,17100303,171003,S
56,38163,43.468996811799997,-123.609695487000000,171003030204,1710030302,17100303,171003,S
57,38162,42.903300866700000,-124.180057984000000,171003050207,1710030502,17100305,171003,S
58,38161,43.477801799200002,-123.639586185000000,171003030204,1710030302,17100303,171003,S
59,38160,43.988177252500002,-123.456230543000000,171002060201,1710020602,17100206,171002,S
60,38159,43.989828804399998,-123.453356051000000,171002060201,1710020602,17100206,171002,S
61,38158,43.491082780799999,-123.628566891000010,171003030204,1710030302,17100303,171003,S
62,38157,43.501170761099999,-123.640252191000000,171003030204,1710030302,17100303,171003,S
63,38156,42.406962264500002,-123.855223381000000,171003110801,1710031108,17100311,171003,S
64,38155,42.411507664600002,-123.855651245000000,171003110801,1710031108,17100311,171003,S
65,38154,43.417315000599999,-123.624954143000000,171003030204,1710030302,17100303,171003,S
66,38153,43.033378202900003,-123.732874790000000,171003050101,1710030501,17100305,171003,S
67,38152,44.318906431700000,-123.494305677000000,171002050101,1710020501,17100205,171002,S
68,38151,44.319931613000001,-123.489633618000000,171002050101,1710020501,17100205,171002,S
69,38150,42.753364128800001,-124.324311976999990,171003060202,1710030602,17100306,171003,S
70,38149,42.751667718299998,-124.316968680000000,171003060202,1710030602,17100306,171003,S
71,38148,44.099061234200001,-123.963046424000000,171002060701,1710020607,17100206,171002,S
72,38147,44.098774731500001,-123.962135518000000,171002060701,1710020607,17100206,171002,S
73,38146,43.539354758899997,-123.672601274000000,171003030503,1710030305,17100303,171003,S
74,38145,43.537469848299999,-123.665229106000000,171003030503,1710030305,17100303,171003,S
75,38144,42.799594865000003,-123.849606390999990,171003020801,1710030208,17100302,171003,S
76,38143,44.235514263200002,-124.051499890000000,171002050701,1710020507,17100205,171002,F
77,38142,45.206063999999998,-122.912436000000000,170900070305,1709000703,17090007,170900,S
78,38141,45.201939000000003,-122.917728000000000,170900070305,1709000703,17090007,170900,S
79,38140,45.203467000000003,-122.915486000000000,170900070305,1709000703,17090007,170900,S
80,38139,45.203024999999997,-122.912942000000000,170900070305,1709000703,17090007,170900,S
81,38138,45.203217000000002,-122.913122000000000,170900070305,1709000703,17090007,170900,S
82,38137,42.744109000000002,-123.429311000000000,171003020705,1710030207,17100302,171003,S
83,38136,0.000000000000000,0.000000000000000,Ocean,Ocean,Ocean,Ocean,W
84,38135,43.636743000000003,-123.570569000000010,171003030402,1710030304,17100303,171003,S
85,38133,43.637784355199997,-123.940610359000000,171003030801,1710030308,17100303,171003,S
86,38132,44.240419420300000,-124.059539896000000,171002050701,1710020507,17100205,171002,F
87,38131,45.355309903500000,-123.588860436999990,171002030403,1710020304,17100203,171002,S
88,38130,45.302728095399999,-123.725862383000010,171002030206,1710020302,17100203,171002,S
89,38129,42.211317267799998,-123.904822118000000,171003120101,1710031201,17100312,171003,S
90,38128,42.202598999999999,-123.958070000000010,171003120103,1710031201,17100312,171003,S
91,38127,42.057644671799999,-124.086583414000000,171003120201,1710031202,17100312,171003,S
92,38126,43.891424305400001,-123.819232815000010,171003030705,1710030307,17100303,171003,S
93,38125,42.765895658500000,-124.343577077000010,171003060202,1710030602,17100306,171003,S
94,38124,44.383146007500002,-123.678028084999990,171002050402,1710020504,17100205,171002,S
95,38123,44.266759898600000,-124.063471115000000,171002050701,1710020507,17100205,171002,F
96,38122,44.207674771900002,-124.070378465999990,171002050702,1710020507,17100205,171002,S
97,38121,44.188047553499999,-124.054684055000000,171002050703,1710020507,17100205,171002,F
98,38120,44.170139103200000,-124.046721159000000,171002050703,1710020507,17100205,171002,F
99,38119,43.957078282700003,-123.709576600000010,171002060308,1710020603,17100206,171002,S
100,38118,44.160651424800001,-123.677546817000010,171002060401,1710020604,17100206,171002,S
101,38117,44.050001969199997,-123.890597983000010,171002060803,1710020608,17100206,171002,S
102,38116,44.385821531500000,-123.808479222000000,171002050402,1710020504,17100205,171002,S
103,38115,45.531745582299997,-123.817207483999990,171002030602,1710020306,17100203,171002,S
104,38114,45.512971872000001,-123.723131726999990,171002030507,1710020305,17100203,171002,S
105,38113,42.444099999999999,-121.880900000000000,180102030309,1801020303,18010203,180102,W
106,38112,44.293999999999997,-123.800000000000000,171002050203,1710020502,17100205,171002,S
107,38111,44.213999999999999,-123.190000000000000,170900030603,1709000306,17090003,170900,S
108,38110,44.425922999999997,-123.311125000000000,170900030208,1709000302,17090003,170900,S
109,38109,44.426000000000002,-123.311000000000010,170900030208,1709000302,17090003,170900,S
110,38108,44.424999999999997,-123.310900000000000,170900030208,1709000302,17090003,170900,S
111,38107,42.438839999999999,-123.387850000000000,171003080402,1710030804,17100308,171003,S
112,38106,43.987800000000000,-124.038000000000000,171002060804,1710020608,17100206,171002,S
113,38105,42.948599999999999,-123.370450000000010,171003020905,1710030209,17100302,171003,S
114,38104,42.948700000000002,-123.370440000000000,171003020905,1710030209,17100302,171003,S
115,38103,42.949309999999997,-123.370660000000000,171003020905,1710030209,17100302,171003,S
116,38102,46.164960000000001,-123.593000000000000,170800060102,1708000601,17080006,170800,S
117,38101,45.197246999999997,-123.965144000000000,171002030210,1710020302,17100203,171002,F
118,38100,45.447913999999997,-123.844587000000000,171002030406,1710020304,17100203,171002,S
119,38099,42.156340000000000,-122.027340000000000,180102060104,1801020601,18010206,180102,S
120,38098,42.198619999999998,-121.398900000000000,180102040704,1801020407,18010204,180102,S
121,38097,42.646560000000001,-122.051220000000000,180102030105,1801020301,18010203,180102,M
122,38096,45.322299999999998,-122.281800000000000,170900110503,1709001105,17090011,170900,S
123,38095,43.023499999999999,-124.429500000000000,171003060105,1710030601,17100306,171003,S
124,38094,42.066598999999997,-124.242129000000010,171003120111,1710031201,17100312,171003,S
125,38093,42.072707999999999,-124.249126000000000,171003120111,1710031201,17100312,171003,S
126,38092,42.071638000000000,-124.252356000000010,171003120111,1710031201,17100312,171003,S
127,38091,42.066699000000000,-124.261129000000000,171003120111,1710031201,17100312,171003,S
128,38090,42.487920000000003,-124.402479000000000,171003100803,1710031008,17100310,171003,S
129,38089,42.492572000000003,-124.387283999999990,171003100803,1710031008,17100310,171003,S
130,38088,42.432934000000003,-124.405064999999990,171003100803,1710031008,17100310,171003,S
131,38087,42.444460999999997,-124.372851999999990,171003100803,1710031008,17100310,171003,S
132,38086,42.443496000000003,-124.374916000000000,171003100803,1710031008,17100310,171003,S
133,38085,42.442435000000003,-124.379351000000000,171003100803,1710031008,17100310,171003,S
134,38084,42.445934000000001,-124.372654000000000,171003100803,1710031008,17100310,171003,S
135,38083,42.449539000000001,-124.371816999999990,171003100803,1710031008,17100310,171003,S
136,38082,42.452252000000001,-124.393114999999990,171003100803,1710031008,17100310,171003,S
137,38081,42.465460000000000,-124.372912000000000,171003100803,1710031008,17100310,171003,S
138,38080,42.440823000000002,-124.383759000000000,171003100803,1710031008,17100310,171003,S
139,38079,42.439418000000003,-124.388940000000010,171003100803,1710031008,17100310,171003,S
140,38078,42.437880000000000,-124.391226000000000,171003100803,1710031008,17100310,171003,S
141,38077,42.429946000000001,-124.401397000000000,171003100803,1710031008,17100310,171003,S
142,38076,43.025300000000001,-124.433000000000010,171003060105,1710030601,17100306,171003,S
143,38075,42.981000000000002,-124.422700000000010,171003060104,1710030601,17100306,171003,I
144,38074,42.738660000000003,-124.406316000000000,171003060302,1710030603,17100306,171003,S
145,38073,42.527799999999999,-124.364200000000000,171003060403,1710030604,17100306,171003,S
146,38072,42.544699999999999,-124.371700000000000,171003060403,1710030604,17100306,171003,S
147,38071,42.539999999999999,-124.370600000000000,171003060403,1710030604,17100306,171003,S
148,38070,43.018500000000003,-123.686800000000010,171003050101,1710030501,17100305,171003,S
149,38069,43.016800000000003,-123.678700000000010,171003050101,1710030501,17100305,171003,S
150,38068,43.015999999999998,-123.689500000000000,171003050101,1710030501,17100305,171003,S
151,38067,43.012500000000003,-123.684800000000000,171003050101,1710030501,17100305,171003,S
152,38066,42.435526000000003,-124.398233000000000,171003100803,1710031008,17100310,171003,S
153,38065,42.461345000000001,-124.385648000000000,171003100803,1710031008,17100310,171003,S
154,38064,47.471249999999998,-120.314330000000000,170200100307,1702001003,17020010,170200,S
155,38063,47.470944000000003,-120.318879999999990,170200100307,1702001003,17020010,170200,S
156,38062,47.459193999999997,-120.322610999999990,170200100307,1702001003,17020010,170200,S
157,38061,45.668500000000002,-122.761806000000010,170800030104,1708000301,17080003,170800,F
158,38060,45.727471999999999,-121.516444000000010,170701051106,1707010511,17070105,170701,S
